21,44,4,46
21,54,3,22
21,15,4,19
21,75,5,2
21,48,3,17
21,30,1,38
21,21,4,47
21,33,1,17
21,51,3,7
21,16,3,41
21,29,4,47
21,50,1,6
21,2,5,20
21,42,5,20
22,69,4,16
22,66,2,45
22,59,5,43
22,35,1,5
22,49,5,8
22,46,1,40
22,11,3,49
22,33,5,3
22,98,3,31
22,3,5,27
22,48,5,24
22,62,1,13
22,10,4,46
22,89,5,26
22,42,4,48
22,88,1,31
23,43,1,24
23,6,5,46
23,51,2,10
23,63,5,39
23,36,4,47
23,8,3,46
23,25,1,13
23,18,3,30
23,60,2,5
23,61,2,15
23,50,1,26
23,2,2,3
24,3,1,39
24,82,1,20
24,70,2,5
24,68,3,31
24,51,4,12
24,85,1,7
24,39,5,35
24,41,2,34
24,52,3,39
24,34,3,42
24,30,4,5
24,55,5,16
24,73,5,14
24,16,5,15
24,77,2,18
25,14,1,30
25,34,4,8
25,62,2,27
25,55,2,49
25,74,4,42
25,32,2,21
25,72,1,13
25,56,4,5
25,39,2,3
25,15,5,2
25,95,1,46
25,43,3,5
25,96,4,48
25,1,1,38
25,6,3,50
26,90,2,21
26,58,1,5
26,18,5,10
26,14,3,1
26,35,2,2
26,0,1,17
27,94,2,42
27,50,1,35
27,96,5,41
27,87,3,16
27,70,2,15
27,17,3,37
27,91,1,15
27,15,4,44
27,68,3,1
27,58,2,47
28,26,5,25
28,30,2,48
28,81,4,6
28,5,4,45
28,79,3,36
28,62,5,4
28,92,1,49
28,69,5,3
28,12,4,50
28,10,5,3
28,28,1,46
28,93,3,47
29,87,4,40
29,63,2,29
29,84,2,1
29,35,1,29
29,19,3,41
29,14,2,35
29,27,5,31
29,32,2,42
29,31,1,33
29,73,2,5
29,44,4,32
29,65,3,14
29,50,3,24
29,81,2,40
29,60,2,10
29,91,3,44
29,20,1,0
29,80,1,11
29,71,4,6
30,9,5,46
30,39,4,42
30,69,2,42
30,47,1,10
30,90,2,20
30,73,1,42
30,94,3,47
30,65,3,36
30,32,3,31
30,89,4,36
30,92,2,6
30,53,5,19
30,78,5,7
30,87,3,37
30,16,1,11
30,93,5,47
30,15,4,43
31,14,4,39
31,96,1,32
31,48,5,1
31,1,2,25
32,70,3,24
32,64,1,26
32,14,4,45
32,31,5,42
32,66,5,3
32,81,4,42
32,7,4,16
32,41,5,37
32,90,2,39
32,88,2,33
32,49,4,43
32,15,3,0
33,29,5,5
33,52,4,45
33,2,1,13
34,84,4,12
34,54,4,38
34,98,5,2
34,78,5,5
34,22,1,50
34,8,3,4
34,35,1,34
34,92,4,35
34,89,5,25
34,46,4,48
34,88,4,7
34,51,1,23
34,19,3,30
34,93,1,48
34,72,2,18
34,38,1,11
34,6,1,7
34,27,2,1
35,27,3,10
35,73,5,28
35,69,1,24
35,80,5,9
35,64,2,33
35,12,3,25
35,8,3,6
35,50,1,31
35,19,2,24
35,41,2,0
35,16,2,25
35,20,5,1
35,87,5,22
35,60,5,26
35,37,5,14
35,13,5,12
35,26,2,33
35,42,2,29
35,3,3,22
35,74,4,23
36,41,5,40
36,37,1,9
36,99,2,28
36,71,4,44
36,95,3,43
36,89,2,27
36,19,3,42
36,38,1,16
36,85,2,15
36,75,1,30
36,11,3,41
36,26,2,45
37,41,5,19
37,6,3,24
37,48,2,26
37,12,2,23
37,79,1,31
37,37,5,21
37,65,3,36
37,21,3,15
37,24,4,38
37,10,1,23
37,22,5,44
37,4,3,38
37,29,5,21
37,31,5,2
38,53,4,45
38,24,1,18
38,96,1,34
38,74,1,34
38,36,4,9
38,51,5,42
39,86,4,38
39,74,3,27
39,84,4,43
39,76,1,30
39,42,4,27
39,54,1,19
39,48,5,38
39,17,3,3
39,18,1,23
39,71,3,36
39,44,3,10
39,80,1,14
39,85,3,46
39,67,5,4
39,87,5,40
40,33,5,14
40,93,2,15
40,69,3,15
40,19,5,38
41,7,2,11
41,79,3,16
41,77,2,34
41,45,2,40
41,32,3,24
41,26,4,28
41,63,3,38
41,76,2,11
41,55,1,0
41,16,1,23
41,5,4,28
41,99,1,22
41,14,4,24
41,43,1,3
41,42,1,43
41,62,4,43
41,35,4,27
41,90,3,44
41,94,4,10
41,86,2,42
42,84,3,24
42,36,1,25
42,68,4,11
42,2,4,18
43,22,3,47
43,13,2,6
43,75,3,45
43,53,3,3
43,50,5,32
43,81,1,33
43,25,2,35
43,93,1,40
43,18,1,23
43,3,5,7
43,6,5,47
44,68,3,16
44,54,3,48
44,14,1,19
44,98,1,16
44,36,1,48
44,87,1,46
44,13,5,14
44,29,4,3
44,81,1,20
44,9,1,4
44,45,4,33
44,62,4,20
44,80,3,5
44,21,5,8
44,96,1,37
44,32,2,21
44,18,1,14
44,1,1,27
45,76,1,0
45,88,2,43
45,36,3,0
45,97,5,40
45,13,4,33
45,14,1,40
45,95,5,11
45,16,5,28
45,89,5,18
45,0,5,39
45,74,1,47
45,85,2,48
45,15,1,30
45,17,3,25
46,17,5,7
46,2,3,1
46,90,5,50
46,71,1,8
46,16,3,43
46,3,5,1
46,38,5,39
46,80,2,25
46,4,4,8
46,35,3,12
46,77,4,3
46,8,4,15
46,27,1,15
47,87,3,5
47,74,4,15
47,39,2,17
47,67,5,29
47,96,1,3
47,14,2,32
47,28,3,33
47,21,5,13
47,60,5,1
47,9,5,11
47,61,3,25
47,40,4,7
47,85,1,20
48,39,5,26
48,25,1,20
48,0,2,35
48,28,1,35
48,51,5,29
48,91,5,14
48,58,3,17
48,12,2,22
48,4,3,40
48,34,1,7
48,99,4,28
49,12,5,13
49,5,3,48
49,59,5,35
49,81,1,8
49,60,1,25
49,63,3,14
49,30,4,4
49,33,5,20
49,80,2,36
49,13,3,45
49,37,5,37
49,48,5,21
49,58,2,9
49,47,1,50
49,29,2,20
49,42,2,9
49,93,1,42
50,76,4,10
50,67,1,37
50,52,1,48
50,48,4,42
50,13,5,20
50,30,2,42
50,6,2,6
50,71,1,15
50,57,3,15
50,58,3,10
50,24,2,11
50,39,5,22
50,77,2,28
50,14,3,33
51,58,2,6
51,16,3,41
51,89,4,28
51,4,5,20
51,25,4,36
52,68,1,38
52,16,5,50
52,0,4,23
52,73,5,49
52,66,4,12
52,61,5,11
52,33,1,13
52,48,3,41
52,5,4,33
52,18,2,43
52,93,2,43
52,44,2,49
53,70,4,10
53,97,3,48
53,55,4,36
53,46,1,5
53,43,4,44
53,23,1,15
53,16,2,31
53,82,1,34
53,52,1,44
53,62,2,2
53,99,4,14
53,63,5,12
54,82,5,43
54,69,4,31
54,23,3,16
54,98,1,1
54,59,4,20
54,61,4,24
54,73,3,21
54,38,4,15
54,33,2,31
54,53,4,3
54,57,4,34
55,5,4,27
55,48,1,0
55,33,4,27
55,85,3,29
56,86,4,4
56,74,3,40
56,15,4,23
56,7,2,44
56,43,4,39
56,80,2,48
56,70,1,44
56,99,5,6
56,47,1,25
56,77,5,3
56,97,3,10
56,76,1,2
56,96,5,19
56,13,4,33
56,56,3,20
56,62,2,28
56,65,5,39
57,56,2,36
57,57,4,13
57,39,4,10
57,88,3,30
57,37,3,0
57,46,1,41
57,18,2,37
57,93,3,17
57,10,4,5
57,0,4,45
57,9,3,26
57,29,5,16
57,52,1,11
57,14,1,34
57,34,5,32
57,98,1,4
57,97,2,7
57,69,2,19
57,64,1,42
58,40,4,18
58,64,4,3
58,79,2,16
58,83,4,40
58,39,1,33
58,27,4,20
58,35,2,1
58,95,2,45
58,94,5,18
58,45,3,21
59,37,4,7
59,29,2,29
59,1,2,23
59,79,1,36
59,43,4,39
59,82,1,48
59,70,1,18
59,67,1,6
59,78,1,14
59,57,3,37
59,19,4,29
59,3,1,14
59,84,2,25
59,6,2,2
59,58,3,40
59,17,2,3
59,35,5,28
59,69,5,30
59,92,2,25
59,94,3,18
60,47,1,47
60,71,5,13
60,82,3,13
60,96,1,14
60,62,2,22
60,76,1,12
60,78,5,6
60,68,4,16
60,75,3,44
60,70,1,23
60,7,5,32
60,80,2,25
60,40,3,26
60,53,3,33
60,30,3,17
60,15,3,20
60,27,4,27
61,27,2,6
61,7,1,25
61,9,1,48
61,11,3,47
61,83,5,24
61,92,5,33
61,77,4,20
61,98,5,28
61,3,2,19
61,30,4,34
62,83,1,20
62,46,4,3
62,96,5,36
62,50,4,16
62,69,1,23
62,20,2,11
62,52,4,27
62,70,2,50
62,88,3,49
62,86,1,39
62,23,3,23
62,36,2,28
62,16,4,29
62,53,1,3
62,5,2,18
62,21,4,48
63,59,2,41
63,36,1,3
63,37,3,1
63,54,3,6
63,16,3,19
63,91,2,16
63,53,3,30
63,85,3,9
63,22,3,13
63,75,4,24
63,23,3,46
63,44,3,48
63,72,2,3
63,33,1,18
63,31,5,30
63,56,4,12
64,90,4,15
64,79,4,16
64,93,5,17
64,49,1,14
64,66,3,26
64,61,1,46
64,24,5,50
64,13,1,0
64,60,4,41
65,44,1,2
65,91,5,30
65,2,5,37
65,8,2,23
65,97,2,10
65,19,2,7
65,47,1,14
65,58,3,16
65,46,1,28
65,0,1,16
65,59,3,12
65,48,5,30
65,69,4,34
65,40,2,15
65,85,1,3
65,63,5,24
65,37,2,10
65,39,3,24
65,64,5,22
66,14,4,29
66,10,2,27
66,50,4,22
66,58,2,21
66,73,3,49
66,68,2,41
66,9,5,37
66,4,1,40
66,65,2,24
66,19,4,21
66,83,3,48
66,88,3,30
66,29,2,18
67,41,2,3
67,6,2,4
67,7,4,1
67,93,5,28
67,83,1,41
67,19,5,31
67,35,4,48
67,75,5,28
67,54,4,3
67,95,4,22
68,30,3,22
68,6,2,44
68,38,1,35
68,27,3,41
68,10,2,36
68,8,4,16
69,21,4,22
69,76,4,30
69,9,1,25
69,49,2,35
69,68,3,29
69,69,3,22
69,51,4,13
69,59,4,43
69,61,4,46
69,98,2,4
69,80,3,41
69,17,2,39
69,97,5,49
69,44,1,37
69,2,3,4
69,16,5,3
69,83,4,45
69,47,5,25
69,79,3,46
69,85,3,30
70,82,4,35
70,70,1,24
70,20,5,37
70,21,4,38
70,99,4,29
70,51,4,17
70,58,2,38
70,23,4,42
70,3,3,44
70,44,4,11
70,14,5,36
70,43,4,25
70,56,2,39
70,11,1,4
70,6,5,8
70,13,4,8
70,46,3,25
70,52,1,13
70,19,4,25
71,50,2,29
71,36,3,26
71,43,3,39
71,10,5,50
71,73,1,13
71,72,4,41
71,20,4,36
71,30,1,12
71,16,2,41
71,53,4,6
71,47,2,50
71,67,1,5
71,81,4,35
71,39,3,21
71,4,2,40
71,8,5,23
71,62,2,21
71,54,3,39
71,66,5,44
72,34,4,15
72,98,2,18
72,76,4,12
72,62,4,45
72,8,2,43
72,0,2,13
72,37,2,2
73,83,1,11
73,85,3,8
73,7,3,23
73,39,1,48
73,42,4,25
73,71,5,34
73,9,5,38
73,20,1,7
73,97,2,27
73,37,4,14
74,94,5,43
74,43,4,45
74,34,1,24
74,84,3,16
74,32,1,10
74,57,3,46
74,66,4,15
74,47,1,6
74,80,4,36
74,61,5,19
75,48,3,18
75,74,4,42
75,89,3,24
75,10,1,20
75,22,1,16
75,70,3,50
75,77,5,12
75,85,1,38
75,63,4,37
76,89,1,31
76,21,5,0
76,76,1,6
76,96,5,12
76,22,5,41
76,3,1,46
76,25,4,9
76,59,3,49
76,12,1,49
76,29,4,48
76,27,2,41
76,31,3,9
76,50,1,29
76,20,1,33
76,87,5,23
76,19,1,20
76,53,5,39
76,77,1,45
76,92,5,32
77,48,5,0
77,69,2,50
77,75,3,5
77,83,1,8
77,37,5,6
77,65,2,20
78,38,2,21
78,60,4,49
78,43,2,13
78,88,1,31
78,49,4,50
78,33,3,9
78,48,5,22
78,52,3,33
78,1,5,1
79,86,4,19
79,38,4,19
79,57,2,30
79,75,5,50
79,58,1,15
79,99,1,39
79,12,2,18
80,26,1,22
80,97,4,12
80,34,5,0
80,70,3,46
80,80,3,8
80,82,5,35
81,8,1,10
81,28,1,6
81,57,2,18
81,21,3,24
81,80,3,0
81,43,3,39
81,90,4,24
81,53,4,1
81,66,2,33
81,41,1,17
81,29,1,31
81,3,2,35
81,0,1,17
81,97,4,23
81,47,1,21
81,33,3,19
81,71,5,33
81,64,1,1
81,35,1,21
82,79,1,45
82,55,3,19
82,5,4,38
82,95,5,27
82,93,2,12
82,6,1,18
82,99,5,34
82,75,1,43
82,14,3,27
82,62,4,40
82,35,2,26
82,21,4,20
82,3,5,6
82,98,1,40
82,32,5,40
82,44,3,33
82,42,3,46
82,1,4,44
82,97,1,7
83,79,2,38
83,83,4,40
83,73,1,0
83,5,2,18
83,56,4,38
83,91,3,28
83,81,3,39
83,85,3,31
83,16,4,16
83,50,5,10
84,77,4,50
84,51,3,46
84,9,5,32
84,39,3,9
84,90,5,8
84,61,2,29
84,23,2,34
84,0,4,22
85,1,2,0
85,8,4,41
85,93,4,23
85,60,5,19
85,94,4,41
85,29,1,2
85,35,5,26
85,74,5,12
85,20,2,49
85,4,2,50
85,71,4,39
85,38,4,46
85,15,2,34
85,79,1,26
85,34,2,39
85,43,5,35
85,11,1,26
85,45,5,40
85,16,5,33
86,77,5,9
86,20,3,13
86,45,5,27
86,71,1,44
86,9,4,1
86,46,1,33
86,78,5,43
86,91,5,24
86,74,5,43
86,30,4,10
86,33,4,30
87,96,5,32
87,15,4,1
87,98,2,6
87,52,2,24
87,90,5,25
87,91,3,47
87,4,4,44
87,14,1,19
87,37,2,28
87,75,5,2
88,71,1,23
88,72,4,36
88,8,3,18
88,42,3,4
88,60,2,15
88,15,2,26
88,50,5,28
88,76,1,7
88,67,4,29
88,91,1,23
88,56,2,23
88,30,2,11
88,99,1,24
89,95,3,23
89,58,2,41
89,14,3,19
89,87,5,28
89,48,1,31
89,36,5,16
89,71,4,23
89,55,2,46
89,10,4,49
89,42,1,33
89,46,3,21
89,1,1,44
89,31,1,32
89,26,5,32
89,15,4,35
89,59,5,15
89,33,5,46
90,41,1,27
90,61,5,20
90,28,2,2
90,88,2,35
90,86,3,18
90,36,1,50
90,95,2,18
91,82,2,37
91,14,3,5
91,71,3,17
91,49,1,22
91,2,5,2
91,81,5,16
91,19,1,40
91,85,3,3
91,60,3,31
91,93,2,38
91,76,3,31
91,88,1,36
91,33,1,33
91,96,1,34
91,16,3,3
91,36,5,44
91,66,3,47
91,80,4,42
91,69,3,26
91,35,1,42
92,39,5,14
92,84,2,27
92,14,1,39
93,97,2,12
93,35,3,27
93,85,2,32
93,22,5,44
93,80,5,45
93,48,2,18
93,64,3,5
93,54,4,41
93,56,5,6
93,39,3,29
93,88,1,47
93,8,4,48
93,90,3,7
93,32,4,9
93,17,1,1
93,4,5,38
94,37,4,10
94,36,5,16
94,30,4,41
94,76,3,18
94,63,1,10
94,99,3,28
94,10,3,0
94,77,1,18
95,25,5,37
95,3,1,48
95,27,2,17
95,43,5,10
95,70,5,45
95,54,2,9
95,89,4,31
95,76,4,27
95,16,2,17
95,13,3,43
95,40,2,35
95,36,1,14
95,83,2,18
96,38,1,17
96,53,2,49
96,23,4,27
96,54,2,48
96,37,1,24
96,50,5,41
96,59,1,40
96,47,1,27
96,58,5,1
96,15,5,18
96,63,4,24
96,70,2,1
96,0,4,21
97,27,2,41
97,94,1,23
97,42,1,39
97,36,2,45
97,54,2,44
97,34,2,21
97,87,3,18
97,86,2,10
97,53,5,42
97,45,4,46
97,32,1,9
97,19,2,33
97,98,1,9
98,24,3,13
98,86,2,0
98,54,1,37
98,23,2,39
98,33,4,18
98,73,1,7
99,67,3,42
99,70,2,32
99,71,5,13
99,66,2,31
99,57,4,9
99,74,3,32
100,62,5,14
100,71,4,34
100,25,3,0
100,82,1,44
100,27,5,4
100,9,4,2
100,46,1,37
100,97,5,16
100,45,2,24
100,39,4,1
100,36,5,7
100,57,2,8
100,87,4,25
100,70,4,19
101,1,2,4
101,12,3,48
101,89,5,48
101,47,3,17
101,55,4,24
101,7,5,37
101,62,1,7
101,64,1,5
101,16,2,31
101,46,4,29
101,86,1,27
101,0,5,17
101,2,1,6
101,67,2,25
102,4,4,13
102,20,5,24
102,56,5,22
102,53,4,0
102,82,4,17
103,10,4,39
103,5,4,8
103,23,2,41
103,44,2,31
103,89,5,48
104,97,5,10
104,42,2,12
104,6,3,25
104,16,1,22
104,68,2,30
104,7,1,13
105,14,1,36
105,81,3,36
105,6,5,7
105,88,3,31
105,38,4,40
105,33,1,26
105,48,5,3
105,52,5,33
105,84,2,33
105,16,2,22
105,27,5,33
105,25,2,44
105,34,3,45
105,41,4,10
105,32,2,24
105,31,3,15
105,3,5,44
105,62,5,33
105,58,3,9
105,91,2,0
106,92,3,16
106,18,5,20
106,46,3,30
106,13,3,20
106,80,5,28
106,17,1,25
106,16,4,13
106,59,5,4
106,86,5,12
106,51,2,13
106,89,2,24
106,84,1,37
106,6,1,10
106,78,4,1
106,27,5,45
106,35,1,6
106,8,4,41
106,53,2,32
106,29,4,50
107,54,4,42
107,36,1,43
107,37,3,21
107,41,4,49
107,91,5,8
107,35,2,23
107,25,5,5
107,97,5,33
107,52,2,45
107,8,4,36
107,26,1,18
107,14,5,21
108,34,2,14
108,96,2,48
108,58,4,24
108,81,3,31
108,36,1,45
108,67,1,6
108,86,1,21
109,20,2,18
109,85,1,43
109,3,1,11
109,35,2,7
110,29,2,7
110,15,4,1
110,47,1,30
110,60,3,33
110,9,5,45
110,22,5,19
110,10,3,14
110,50,5,42
110,2,3,16
110,24,1,45
110,78,2,25
110,19,1,39
111,73,3,29
111,93,2,30
111,17,4,34
111,74,5,41
111,67,4,5
111,77,4,38
111,5,1,45
111,66,3,38
112,55,2,19
112,5,3,32
112,77,5,46
112,85,4,33
112,70,2,3
112,43,4,35
112,52,1,13
112,22,5,18
112,57,4,29
113,80,3,46
113,92,1,36
113,27,3,7
113,46,2,49
113,0,4,10
113,11,5,49
113,19,4,1
113,21,4,22
113,48,5,24
113,66,5,2
113,74,1,2
113,23,5,39
113,98,3,47
113,4,2,11
114,18,1,38
114,34,4,3
114,53,4,16
114,61,2,29
114,87,4,41
114,73,3,1
114,19,5,41
114,31,1,22
114,85,2,44
114,72,3,22
114,6,1,9
114,92,4,12
114,94,5,23
114,69,2,2
115,92,1,22
115,64,4,34
115,46,5,18
116,9,5,28
116,20,3,23
116,19,4,13
116,41,3,15
116,6,4,29
116,0,5,0
116,34,1,33
116,46,1,27
116,13,1,7
116,74,2,40
116,56,4,38
116,27,3,1
116,82,2,36
116,98,5,5
116,71,4,21
116,4,2,37
116,58,4,13
116,55,5,9
117,62,4,22
117,51,4,39
117,57,2,14
117,50,5,8
117,82,1,7
117,48,1,26
117,71,1,38
117,11,2,47
117,72,2,25
117,69,5,36
117,87,1,41
117,5,3,18
117,33,1,16
117,75,1,10
117,20,5,42
117,17,3,39
117,49,4,36
117,68,2,49
117,61,3,48
117,94,3,45
118,22,5,8
118,58,2,32
118,66,4,17
118,10,3,33
118,84,3,42
118,63,4,43
118,90,4,11
118,33,5,26
118,30,3,43
118,39,1,43
118,87,3,44
118,50,2,29
118,35,1,30
118,47,5,29
118,99,1,17
118,25,5,5
118,57,3,9
118,24,1,29
118,27,2,37
119,30,4,7
119,92,4,49
119,62,2,2
119,87,2,33
119,27,1,11
119,84,5,19
119,12,5,40
119,21,4,34
119,79,3,5
119,61,5,38
119,49,2,40
119,75,4,4
119,59,5,45
119,11,5,22
119,3,4,8
120,39,2,28
120,98,3,19
120,10,1,27
120,95,1,14
120,16,5,32
120,72,3,45
120,58,1,46
120,59,2,22
120,96,5,39
120,68,5,12
120,22,4,47
120,75,3,18
120,74,4,4
120,27,1,15
120,2,3,28
120,28,4,22
120,56,3,40
121,35,2,26
121,28,1,42
121,56,3,19
121,42,3,37
121,48,4,37
121,22,5,16
121,88,3,9
121,37,1,48
121,99,5,48
121,46,1,37
122,1,2,46
122,36,5,32
122,59,2,6
122,16,2,42
122,69,2,48
122,88,3,38
122,86,2,28
122,90,4,39
122,23,1,33
122,58,4,34
122,95,3,45
122,12,3,42
122,25,4,44
122,22,3,50
122,33,5,20
123,82,2,4
123,92,1,9
123,60,2,41
123,17,3,44
123,5,4,30
123,13,2,38
123,26,1,11
123,93,2,34
123,90,3,23
123,87,4,24
123,37,3,50
123,27,5,50
123,3,4,23
123,62,2,8
123,14,3,40
123,1,1,48
124,55,2,8
124,56,1,47
124,86,3,30
124,52,4,10
124,73,1,35
124,18,1,41
124,75,1,44
124,36,2,36
124,42,1,44
124,38,1,23
124,90,5,22
124,31,2,34
125,0,4,38
125,26,3,34
125,71,1,4
125,75,2,5
125,27,4,16
125,68,2,44
125,24,1,28
126,34,2,46
126,18,5,14
126,89,3,3
126,19,2,23
127,48,4,43
127,43,5,44
127,60,3,4
127,99,4,17
127,49,5,50
127,64,3,20
127,87,1,41
128,71,4,14
128,32,1,42
128,50,2,20
128,80,5,24
128,16,5,5
128,97,2,5
128,39,3,16
128,48,5,43
128,14,4,8
128,84,3,3
128,89,5,19
128,1,5,8
128,46,4,22
128,25,2,45
128,0,3,40
128,10,2,26
129,53,4,45
129,74,3,33
129,0,1,25
129,47,3,28
129,98,3,44
129,45,1,19
129,30,4,7
129,31,1,0
130,98,1,29
130,0,3,20
130,48,4,2
130,96,2,16
130,16,5,7
130,26,1,26
130,24,5,25
130,57,1,23
130,33,4,23
130,97,2,12
130,13,3,40
130,23,1,41
130,31,3,9
130,35,5,4
130,90,4,18
131,37,2,31
131,26,4,18
131,56,2,18
131,70,1,50
131,99,1,4
131,20,5,4
131,69,1,10
131,29,2,47
131,34,3,21
131,2,1,10
131,32,1,12
132,41,4,35
132,28,1,15
132,88,5,12
132,64,3,10
132,61,1,45
132,72,2,43
132,89,3,6
132,94,3,48
132,47,1,11
132,35,2,40
132,11,4,18
132,1,1,11
132,53,4,11
132,8,1,40
132,39,4,44
132,52,2,27
132,12,5,36
132,36,2,4
133,93,5,16
133,31,4,41
133,33,1,24
133,67,5,34
133,69,3,15
133,14,3,8
133,79,1,26
133,1,2,16
133,24,1,27
133,48,3,41
133,0,1,16
133,42,1,17
134,87,1,21
134,15,1,34
134,59,1,2
134,78,3,40
135,91,3,39
135,53,3,43
135,36,1,24
135,75,3,36
135,34,2,28
135,99,4,21
135,87,4,36
135,73,5,26
135,78,4,41
135,4,2,50
135,25,5,32
135,19,1,23
135,59,5,12
135,65,2,39
135,52,1,26
135,31,3,20
135,69,2,45
135,85,1,28
135,49,2,42
136,98,1,42
136,20,4,31
136,84,1,27
136,17,1,6
136,64,5,49
136,39,1,43
136,51,4,26
136,54,2,40
136,66,1,10
136,25,3,33
136,92,3,29
136,13,2,39
136,50,2,38
136,16,5,46
136,93,3,2
136,44,5,43
136,95,5,11
137,58,4,34
137,5,4,5
137,73,3,13
137,17,3,25
137,82,1,2
137,32,2,35
137,19,5,47
137,23,4,28
137,12,4,36
137,22,1,22
137,45,2,32
137,38,5,40
137,93,5,29
138,50,4,38
138,25,4,34
138,67,1,27
138,91,1,15
138,9,4,39
138,69,5,38
138,49,3,14
139,86,2,42
139,3,4,18
139,85,3,3
139,31,4,43
139,52,3,50
139,5,4,4
139,79,4,3
139,77,2,21
139,50,1,16
139,57,1,19
139,93,1,47
139,72,5,7
139,42,5,22
139,90,3,40
139,32,5,39
139,29,3,28
139,36,3,32
139,39,1,21
139,8,1,23
140,15,2,21
140,42,1,48
140,80,4,36
140,97,4,45
140,61,3,48
140,34,5,7
140,78,1,33
140,26,3,27
141,86,5,35
141,90,2,11
141,81,3,27
141,67,1,19
141,77,5,24
141,17,2,2
141,72,3,5
141,2,2,25
141,24,4,21
142,83,1,31
142,41,5,22
142,56,3,3
142,95,2,3
142,14,3,43
142,17,1,45
143,68,1,33
143,9,4,41
143,92,5,35
144,9,4,48
144,55,4,33
144,91,3,39
144,61,4,8
144,85,2,13
144,25,5,13
144,84,4,12
144,54,2,8
144,50,4,13
144,73,3,27
144,71,4,29
144,43,5,48
144,48,5,17
144,34,2,22
145,39,2,4
145,38,3,26
145,90,3,10
145,56,5,49
145,75,2,19
145,6,1,7
145,79,1,34
145,73,3,25
146,44,4,19
146,21,3,33
146,64,2,43
146,68,1,23
146,1,5,3
146,67,5,39
147,83,2,36
147,44,2,6
147,99,3,46
147,6,2,31
147,88,3,11
147,61,5,11
147,91,1,16
147,54,5,2
147,15,5,48
147,22,2,20
148,77,1,8
148,37,4,34
